date,avg_uncorrected_pressure,total_daily_conflict_duration_minutes,conflict_dummy,avg_corrected_pressure
2000-05-19,1.06111,0.5,1,1.06707
2000-05-20,0.75,3.6666666666666665,1,0.80247
2000-05-21,1.11667,0.3333333333333333,1,1.12349
2000-05-22,1.02222,0.0,0,1.02222
2000-05-23,1.01667,0.0,0,1.01667
2000-05-24,1.11111,0.0,0,1.11111
2000-05-25,0.93889,0.0,0,0.93889
2000-05-26,0.97222,0.0,0,0.97222
2000-05-27,0.9,0.3333333333333333,1,0.90582
2000-05-28,0.87778,0.0,0,0.87778
2000-05-29,0.89167,0.0,0,0.89167
2000-05-30,0.96111,0.0,0,0.96111
2000-05-31,1.02222,0.0,0,1.02222
2000-06-01,1.08333,0.0,0,1.08333
2000-06-02,1.02778,0.0,0,1.02778
2000-06-03,0.91667,0.0,0,0.91667
2000-06-04,0.92778,0.0,0,0.92778
2000-06-05,1.07222,0.0,0,1.07222
2000-06-06,1.03333,0.3333333333333333,1,1.03694
2000-06-07,1.25,0.0,0,1.25
2000-06-08,0.94444,0.0,0,0.94444
2000-06-09,0.99444,0.0,0,0.99444
2000-06-10,1.10556,6.333333333333333,1,1.19487
2000-06-11,0.93333,4.333333333333333,1,1.01936
2000-06-12,0.94444,0.0,0,0.94444
2000-06-13,0.83889,0.0,0,0.83889
2000-06-14,0.88333,0.0,0,0.88333
2000-06-15,0.91667,0.0,0,0.91667
2000-06-16,1.03333,0.0,0,1.03333
2000-06-17,0.79167,0.0,0,0.79167
2000-06-18,0.90833,0.0,0,0.90833
2000-06-19,1.05556,0.0,0,1.05556
2000-06-20,0.98889,0.0,0,0.98889
2000-06-21,1.22778,0.0,0,1.22778
2000-06-22,1.04444,0.0,0,1.04444
2000-06-23,1.11667,0.0,0,1.11667
2000-06-24,0.87778,0.0,0,0.87778
2000-06-25,1.0,0.0,0,1.0
2000-06-26,1.13333,0.0,0,1.13333
2000-06-27,0.98889,0.0,0,0.98889
2000-06-28,1.11667,0.0,0,1.11667
2000-06-29,1.02222,0.0,0,1.02222
2000-06-30,0.96111,0.0,0,0.96111
2000-07-01,0.87778,0.0,0,0.87778
2000-07-02,1.05833,0.0,0,1.05833
2000-07-03,0.94444,0.0,0,0.94444
2000-07-04,1.21667,0.0,0,1.21667
2000-07-05,0.88333,6.666666666666667,1,0.9613
2000-07-06,0.96667,0.0,0,0.96667
2000-07-07,1.01667,0.0,0,1.01667
2000-07-08,0.90556,0.0,0,0.90556
2000-07-09,0.76667,8.0,1,0.89952
2000-07-10,1.07222,2.5,1,1.11525
2000-07-11,0.93889,7.833333333333333,1,1.03729
2000-07-12,0.91111,0.0,0,0.91111
2000-07-13,1.01111,0.3333333333333333,1,1.01566
2000-07-14,1.21667,0.0,0,1.21667
2000-07-15,0.96667,4.166666666666667,1,1.01501
2000-07-16,0.91667,12.5,1,1.07749
2000-07-17,0.91667,2.8333333333333335,1,0.94932
2000-07-18,0.90556,5.0,1,0.96733
2000-07-19,0.96667,5.333333333333333,1,1.03478
2000-07-20,0.92222,6.666666666666667,1,1.01026
2000-07-21,1.07222,0.0,0,1.07222
2000-07-22,0.79583,3.0,1,0.82708
2000-07-23,0.82222,9.0,1,0.92866
2000-07-24,1.10556,0.0,0,1.10556
2000-07-25,1.42778,8.5,1,1.59153
2000-07-26,1.25556,2.3333333333333335,1,1.28973
2000-07-27,0.94444,0.0,0,0.94444
2000-07-28,1.03889,0.0,0,1.03889
2000-07-29,1.05,2.1666666666666665,1,1.07811
2000-07-30,1.29444,0.0,0,1.29444
2000-07-31,1.26667,0.0,0,1.26667
2000-08-01,0.94444,0.0,0,0.94444
2000-08-02,1.2,0.0,0,1.2
2000-08-03,1.32778,0.0,0,1.32778
2000-08-04,0.96667,0.0,0,0.96667
2000-08-05,0.9,0.0,0,0.9
2000-08-06,0.95,0.0,0,0.95
2000-08-07,1.23889,0.0,0,1.23889
2000-08-08,1.00556,0.0,0,1.00556
2000-08-09,1.20833,0.0,0,1.20833
2000-08-10,0.99444,0.0,0,0.99444
2000-08-11,1.17222,0.0,0,1.17222
2000-08-12,0.79444,0.0,0,0.79444
2000-08-13,1.11667,0.0,0,1.11667
2000-08-14,1.27222,0.0,0,1.27222
2000-08-15,0.99444,0.0,0,0.99444
2000-08-16,1.15556,0.0,0,1.15556
2000-08-17,1.06667,0.0,0,1.06667
2000-08-18,0.9,0.0,0,0.9
2000-08-19,1.01667,0.0,0,1.01667
2000-08-20,1.08333,0.0,0,1.08333
2000-08-21,1.07778,0.0,0,1.07778
2000-08-22,0.77083,0.0,0,0.77083
2000-08-23,0.88333,0.0,0,0.88333
2000-08-24,1.0,0.0,0,1.0
2000-08-25,1.03889,0.0,0,1.03889
2000-08-26,0.78333,0.0,0,0.78333
2000-08-27,0.85,0.0,0,0.85
2000-08-28,0.89444,0.0,0,0.89444
2000-08-29,0.91111,0.0,0,0.91111
2000-08-30,1.01667,0.0,0,1.01667
2000-08-31,0.92222,0.0,0,0.92222
2000-09-01,0.96667,0.0,0,0.96667
2000-09-02,1.0,0.0,0,1.0
2000-09-03,0.85,2.5,1,0.89412
2000-09-04,1.08889,0.0,0,1.08889
2000-09-05,1.09444,0.0,0,1.09444
2000-09-06,1.08333,4.166666666666667,1,1.14085
2000-09-07,1.03889,0.0,0,1.03889
2000-09-08,1.04444,0.0,0,1.04444
2000-09-09,0.83333,0.0,0,0.83333
2000-09-10,0.95,0.0,0,0.95
2000-09-11,1.10556,0.0,0,1.10556
2000-09-12,0.93333,0.0,0,0.93333
2000-09-13,1.13889,0.0,0,1.13889
2000-09-14,0.96667,0.0,0,0.96667
2000-09-15,1.03333,0.0,0,1.03333
2000-09-16,0.88333,0.0,0,0.88333
2000-09-17,1.02778,0.3333333333333333,1,1.03257
2000-09-18,1.09444,0.0,0,1.09444
2000-09-19,1.0,0.0,0,1.0
2000-09-20,0.96111,0.0,0,0.96111
2000-09-21,1.08333,0.0,0,1.08333
2000-09-22,1.1,0.0,0,1.1
2000-09-23,1.21667,0.0,0,1.21667
2000-09-24,1.10833,2.1666666666666665,1,1.15196
2000-09-25,1.12778,0.5,1,1.13404
2000-09-26,0.96111,0.0,0,0.96111
2000-09-27,0.98889,0.0,0,0.98889
2000-09-28,1.18333,0.3333333333333333,1,1.18822
2000-09-29,1.00556,4.666666666666667,1,1.06541
2000-09-30,0.9,2.6666666666666665,1,0.99474
2000-10-01,0.98333,6.833333333333333,1,1.12407
2000-10-02,1.11667,10.833333333333334,1,1.28198
2000-10-03,1.09444,6.666666666666667,1,1.19019
2000-10-04,1.30556,6.0,1,1.40194
2000-10-05,1.23889,2.3333333333333335,1,1.27677
2000-10-06,1.03889,5.666666666666667,1,1.11595
2000-10-07,0.86667,8.166666666666666,1,1.22353
2000-10-08,0.68333,13.666666666666666,1,0.96855
2000-10-09,0.95556,20.333333333333332,1,1.26106
2000-10-10,0.93889,13.0,1,1.11519
2000-10-11,1.16667,4.0,1,1.25799
2000-10-12,0.97222,17.0,1,1.22988
2000-10-13,1.08333,16.166666666666668,1,1.34976
2000-10-14,1.16667,5.0,1,1.42029
2000-10-15,0.95,13.333333333333334,1,1.25066
2000-10-16,0.91111,21.5,1,1.22323
2000-10-17,0.94444,8.833333333333334,1,1.05662
2000-10-18,1.21111,5.333333333333333,1,1.29262
2000-10-19,1.27778,3.0,1,1.32862
2000-10-20,1.16111,6.0,1,1.25327
2000-10-21,0.95,6.0,1,1.22143
2000-10-22,0.88333,8.833333333333334,1,0.98742
2000-10-23,1.05556,4.333333333333333,1,1.11522
2000-10-24,1.16667,0.0,0,1.16667
2000-10-25,1.23333,3.6666666666666665,1,1.28524
2000-10-26,1.05,0.5,1,1.05713
2000-10-27,1.01111,2.3333333333333335,1,1.03844
2000-10-28,0.95,0.0,0,0.95
2000-10-29,0.85,2.1666666666666665,1,0.92129
2000-10-30,0.925,0.6666666666666666,1,0.93191
2000-10-31,1.28333,0.0,0,1.28333
2000-11-01,1.24444,3.5,1,1.30157
2000-11-02,1.17222,5.666666666666667,1,1.26237
2000-11-03,1.59444,0.6666666666666666,1,1.60722
2000-11-04,1.33333,1.5,1,1.41176
2000-11-05,1.29167,3.3333333333333335,1,1.37617
2000-11-06,1.43889,0.0,0,1.43889
2000-11-07,1.42222,0.0,0,1.42222
2000-11-08,1.79444,0.0,0,1.79444
2000-11-09,1.78333,0.6666666666666666,1,1.79613
2000-11-10,1.64444,0.3333333333333333,1,1.65134
2000-11-12,1.32222,2.6666666666666665,1,1.36596
2000-11-13,1.71111,0.5,1,1.72081
2000-11-14,1.66111,0.0,0,1.66111
2000-11-15,1.71111,0.5,1,1.72253
2000-11-16,1.50556,0.0,0,1.50556
2000-11-17,1.66667,0.3333333333333333,1,1.67333
2000-11-18,1.65,0.0,0,1.65
2000-11-19,1.47778,0.0,0,1.47778
2000-11-20,2.02222,4.5,1,2.13818
2000-11-21,1.47222,1.0,1,1.48839
2000-11-22,1.76111,1.8333333333333333,1,1.80129
2000-11-23,1.41111,0.0,0,1.41111
2000-11-24,1.83333,0.3333333333333333,1,1.84378
2000-11-26,1.71667,0.5,1,1.74788
2000-11-27,1.34583,0.3333333333333333,1,1.3511
2000-11-28,1.63889,0.0,0,1.63889
2000-11-29,1.81111,0.3333333333333333,1,1.81841
2000-11-30,1.58889,0.8333333333333334,1,1.60366
2000-12-01,1.65,0.0,0,1.65
2000-12-02,1.50833,2.0,1,1.57051
2000-12-03,1.575,0.0,0,1.575
2000-12-04,1.66111,0.3333333333333333,1,1.66821
2000-12-05,1.45556,0.0,0,1.45556
2000-12-06,1.32222,0.0,0,1.32222
2000-12-07,1.36111,0.0,0,1.36111
2000-12-08,1.86111,0.0,0,1.86111
2000-12-09,1.91111,1.1666666666666667,1,1.93623
2000-12-10,1.35556,2.3333333333333335,1,1.40032
2000-12-11,1.78333,0.3333333333333333,1,1.79132
2000-12-12,1.44444,0.0,0,1.44444
2000-12-13,1.76667,0.3333333333333333,1,1.77326
2000-12-14,1.47778,4.166666666666667,1,1.55354
2000-12-15,1.01111,0.16666666666666666,1,1.01322
2000-12-16,1.34167,2.6666666666666665,1,1.40833
2000-12-17,1.15,0.0,0,1.15
2000-12-18,1.12222,0.0,0,1.12222
2000-12-19,0.95556,4.0,1,0.99907
2000-12-20,1.10556,0.0,0,1.10556
2000-12-21,1.08889,2.8333333333333335,1,1.12582
2000-12-22,1.03333,5.0,1,1.10379
2000-12-23,0.81667,7.0,1,0.931
2000-12-24,0.87222,8.833333333333334,1,0.97597
2000-12-25,0.73333,2.5,1,0.80523
2000-12-26,0.96667,2.1666666666666665,1,0.9972
2000-12-27,0.97222,3.5,1,1.0137
2000-12-28,0.92222,6.166666666666667,1,0.99791
2000-12-29,1.18889,9.666666666666666,1,1.33726
2000-12-30,1.1,0.16666666666666666,1,1.10311
2000-12-31,1.09444,6.0,1,1.18285
2001-01-01,0.875,5.0,1,0.96078
2001-01-02,0.84444,7.333333333333333,1,0.92708
2001-01-03,1.03889,2.3333333333333335,1,1.06513
2001-01-04,1.01667,0.3333333333333333,1,1.02111
2001-01-05,0.98333,0.0,0,0.98333
2001-01-06,0.95833,4.166666666666667,1,1.03589
2001-01-07,1.01667,2.1666666666666665,1,1.05666
2001-01-08,1.00556,0.3333333333333333,1,1.0093
2001-01-09,1.08333,0.0,0,1.08333
2001-01-10,0.96111,0.0,0,0.96111
2001-01-11,0.96667,0.16666666666666666,1,0.96877
2001-01-12,1.0,0.0,0,1.0
2001-01-13,0.88333,2.5,1,0.96993
2001-01-14,0.93333,0.0,0,0.93333
2001-01-15,1.08889,0.0,0,1.08889
2001-01-16,1.15,0.0,0,1.15
2001-01-17,1.03889,0.0,0,1.03889
2001-01-18,0.86667,0.0,0,0.86667
2001-01-19,1.09444,0.0,0,1.09444
2001-01-20,1.4,0.0,0,1.4
2001-01-21,0.85,1.8333333333333333,1,0.88035
2001-01-22,1.09444,0.0,0,1.09444
2001-01-23,1.1,0.3333333333333333,1,1.10528
2001-01-24,0.96667,0.0,0,0.96667
2001-01-25,1.19444,0.0,0,1.19444
2001-01-26,0.93889,0.0,0,0.93889
2001-01-27,0.86667,6.5,1,0.98135
2001-01-28,0.95833,0.6666666666666666,1,0.96924
2001-01-29,1.05556,0.0,0,1.05556
2001-01-30,0.93889,0.0,0,0.93889
2001-01-31,0.96111,0.0,0,0.96111
2001-02-01,0.98889,2.5,1,1.02517
2001-02-02,0.95,5.166666666666667,1,1.01793
2001-02-03,0.70417,0.0,0,0.70417
2001-02-04,0.9,2.1666666666666665,1,0.97548
2001-02-05,1.16111,0.0,0,1.16111
2001-02-06,0.77083,10.666666666666666,1,0.87499
2001-02-07,1.25,0.0,0,1.25
2001-02-08,1.12222,1.0,1,1.13595
2001-02-09,1.08889,0.3333333333333333,1,1.0934
2001-02-10,1.03333,0.0,0,1.03333
2001-02-11,0.85,0.0,0,0.85
2001-02-12,0.94444,0.0,0,0.94444
2001-02-13,1.12222,0.5,1,1.12808
2001-02-14,1.0,4.0,1,1.05452
2001-02-15,0.96111,0.5,1,0.96614
2001-02-16,1.11111,0.8333333333333334,1,1.12118
2001-02-17,0.86111,0.0,0,0.86111
2001-02-18,0.75,0.0,0,0.75
2001-02-19,0.97222,0.0,0,0.97222
2001-02-20,1.40556,0.0,0,1.40556
2001-02-21,0.7875,0.0,0,0.7875
2001-02-22,1.12222,0.0,0,1.12222
2001-02-23,0.98889,0.0,0,0.98889
2001-02-24,1.47222,2.3333333333333335,1,1.49798
2001-02-25,0.83333,3.0,1,0.9375
2001-02-26,0.82222,0.3333333333333333,1,0.82569
2001-02-27,1.16667,0.0,0,1.16667
2001-02-28,1.23889,0.0,0,1.23889
2001-03-01,1.15,0.0,0,1.15
2001-03-02,0.91111,0.0,0,0.91111
2001-03-03,0.8,0.0,0,0.8
2001-03-04,0.73333,2.0,1,0.76458
2001-03-05,1.32222,0.0,0,1.32222
2001-03-06,1.23889,0.0,0,1.23889
2001-03-07,1.13889,1.8333333333333333,1,1.16653
2001-03-08,1.02222,0.0,0,1.02222
2001-03-09,0.875,0.0,0,0.875
2001-03-10,0.85,0.0,0,0.85
2001-03-11,0.875,0.0,0,0.875
2001-03-12,1.08889,1.3333333333333333,1,1.10686
2001-03-13,1.03889,0.0,0,1.03889
2001-03-14,1.17778,0.8333333333333334,1,1.19122
2001-03-15,0.82083,0.5,1,0.82462
2001-03-16,0.98889,0.0,0,0.98889
2001-03-17,0.84167,0.3333333333333333,1,0.84662
2001-03-18,0.88333,0.0,0,0.88333
2001-03-19,1.21111,0.8333333333333334,1,1.22243
2001-03-20,1.08889,0.0,0,1.08889
2001-03-21,0.93333,0.0,0,0.93333
2001-03-22,1.01111,0.0,0,1.01111
2001-03-23,0.88889,2.3333333333333335,1,0.91411
2001-03-24,0.76667,0.0,0,0.76667
2001-03-25,1.08333,0.0,0,1.08333
2001-03-26,0.91111,0.6833333333333333,1,0.91824
2001-03-27,1.02222,2.0,1,1.04933
2001-03-28,0.95,7.166666666666667,1,1.03991
2001-03-29,1.03333,1.0,1,1.04525
2001-03-30,0.8875,1.8333333333333333,1,0.90325
2001-03-31,0.95,0.0,0,0.95
2001-04-01,0.95833,1.8333333333333333,1,0.99045
2001-04-02,1.37778,1.1666666666666667,1,1.39716
2001-04-03,1.5,1.5,1,1.52862
2001-04-04,1.43333,0.0,0,1.43333
2001-04-05,1.34444,1.5,1,1.36858
2001-04-06,1.26667,0.0,0,1.26667
2001-04-07,1.32222,2.5,1,1.36552
2001-04-09,1.26667,0.3333333333333333,1,1.27269
2001-04-10,1.07222,0.3333333333333333,1,1.07564
2001-04-11,1.56111,2.3333333333333335,1,1.60659
2001-04-12,1.48889,0.16666666666666666,1,1.49182
2001-04-13,1.0,0.0,0,1.0
2001-04-14,0.9375,2.1666666666666665,1,0.9672
2001-04-15,0.78333,2.1666666666666665,1,0.85168
2001-04-16,0.92778,3.1666666666666665,1,0.9643
2001-04-17,0.83889,5.166666666666667,1,0.89903
2001-04-18,1.07778,1.1666666666666667,1,1.09335
2001-04-19,0.97222,2.5,1,1.00057
2001-04-20,0.96111,0.0,0,0.96111
2001-04-21,0.62222,0.0,0,0.62222
2001-04-22,1.01667,0.0,0,1.01667
2001-04-23,1.12222,0.3333333333333333,1,1.12743
2001-04-24,0.88889,0.0,0,0.88889
2001-04-25,1.06667,0.0,0,1.06667
2001-04-26,1.01111,0.0,0,1.01111
2001-04-27,1.00556,0.0,0,1.00556
2001-04-28,1.0,0.0,0,1.0
2001-04-29,0.9,2.1666666666666665,1,0.93845
2001-04-30,2.42778,0.0,0,2.42778
2001-05-01,1.0,0.0,0,1.0
2001-05-02,0.99444,0.3333333333333333,1,0.99799
2001-05-03,1.02222,2.1666666666666665,1,1.04552
2001-05-04,0.97222,0.0,0,0.97222
2001-05-05,0.85,2.8333333333333335,1,0.89787
2001-05-06,0.89167,4.5,1,0.96993
2001-05-07,1.05556,3.5,1,1.10219
2001-05-08,0.97778,3.5,1,1.02314
2001-05-09,0.9,4.833333333333333,1,0.9526
2001-05-10,0.98333,0.8333333333333334,1,0.9936
2001-05-11,1.43333,0.0,0,1.43333
2001-05-12,1.15,3.1666666666666665,1,1.21294
2001-05-13,0.85,0.3333333333333333,1,0.86062
2001-05-14,1.07222,1.8333333333333333,1,1.09509
2001-05-15,0.98333,3.8333333333333335,1,1.02923
2001-05-16,1.00556,2.5,1,1.03616
2001-05-17,1.38333,3.1666666666666665,1,1.44608
2001-05-18,1.08889,11.166666666666666,1,1.25969
2001-05-19,0.85833,5.833333333333333,1,0.9601
2001-05-20,0.73333,2.1666666666666665,1,0.79732
2001-05-21,0.9,9.166666666666666,1,1.0135
2001-05-22,1.10556,1.5,1,1.12612
2001-05-23,1.21667,0.5,1,1.22354
2001-05-24,1.33889,0.0,0,1.33889
2001-05-25,0.99444,0.3333333333333333,1,0.99812
2001-05-26,1.04167,0.0,0,1.04167
2001-05-27,0.80833,0.0,0,0.80833
2001-05-28,0.925,0.0,0,0.925
2001-05-29,0.93889,1.3333333333333333,1,0.95274
2001-05-30,0.98889,0.3333333333333333,1,0.9927
2001-05-31,1.11111,0.3333333333333333,1,1.11562
2001-06-01,0.93889,0.0,0,0.93889
2001-06-02,0.82778,12.166666666666666,1,0.97407
2001-06-03,0.90833,7.0,1,1.06667
2001-06-04,1.01111,2.5,1,1.04069
2001-06-05,1.19444,2.1666666666666665,1,1.22402
2001-06-06,1.18333,2.3333333333333335,1,1.21486
2001-06-07,0.7625,0.3333333333333333,1,0.76505
2001-06-08,1.06667,0.3333333333333333,1,1.07104
2001-06-09,1.20556,0.0,0,1.20556
2001-06-10,1.47222,0.8333333333333334,1,1.48683
2001-06-11,1.61667,0.0,0,1.61667
2001-06-12,0.88889,1.6666666666666667,1,0.90679
2001-06-13,0.87222,2.3333333333333335,1,0.89798
2001-06-14,0.84444,0.3333333333333333,1,0.84806
2001-06-15,1.01667,0.0,0,1.01667
2001-06-16,0.77778,0.6666666666666666,1,0.7879
2001-06-17,1.00833,1.3333333333333333,1,1.03233
2001-06-18,0.91667,0.0,0,0.91667
2001-06-19,1.03333,0.0,0,1.03333
2001-06-20,0.85,0.16666666666666666,1,0.8517
2001-06-21,0.98333,0.0,0,0.98333
2001-06-22,0.82222,1.5,1,0.8394
2001-06-23,1.0,0.0,0,1.0
2001-06-24,0.825,6.166666666666667,1,0.93089
2001-06-25,0.91111,0.5,1,0.91635
2001-06-26,0.82222,4.5,1,0.87198
2001-06-27,0.98333,0.6666666666666666,1,0.99349
2001-06-28,1.12778,2.3333333333333335,1,1.15631
2001-06-29,1.11111,1.0,1,1.1235
2001-06-30,1.12222,1.1666666666666667,1,1.1401
2001-07-01,0.82222,2.3333333333333335,1,0.84464
2001-07-02,0.87222,1.6666666666666667,1,0.89111
2001-07-03,1.04444,0.0,0,1.04444
2001-07-04,0.83333,0.0,0,0.83333
2001-07-05,1.04444,0.0,0,1.04444
2001-07-06,1.03889,0.0,0,1.03889
2001-07-07,0.87222,2.5,1,0.90454
2001-07-08,1.11111,0.0,0,1.11111
2001-07-09,0.94444,2.1666666666666665,1,0.96916
2001-07-10,0.81111,2.8333333333333335,1,0.84179
2001-07-11,1.00556,1.1666666666666667,1,1.02053
2001-07-12,0.93889,4.166666666666667,1,0.988
2001-07-13,0.95,2.8333333333333335,1,0.98282
2001-07-14,0.91667,0.8333333333333334,1,0.92638
2001-07-15,1.06667,3.0,1,1.19467
2001-07-16,0.88333,2.3333333333333335,1,0.91046
2001-07-17,0.94444,1.8333333333333333,1,0.96539
2001-07-18,0.90556,0.0,0,0.90556
2001-07-19,0.85,0.0,0,0.85
2001-07-20,1.02778,2.1666666666666665,1,1.05589
2001-07-21,1.25,0.0,0,1.25
2001-07-22,0.95556,2.6666666666666665,1,0.98596
2001-07-23,0.90556,0.0,0,0.90556
2001-07-24,0.8,0.0,0,0.8
2001-07-25,0.83333,0.0,0,0.83333
2001-07-26,0.9,0.3333333333333333,1,0.9034
2001-07-27,0.85,0.8333333333333334,1,0.85885
2001-07-28,0.9,0.0,0,0.9
2001-07-29,0.85,6.5,1,0.92165
2001-07-30,0.83333,7.0,1,0.9105
2001-07-31,0.83889,4.0,1,0.88255
2001-08-01,0.91667,0.8333333333333334,1,0.9259
2001-08-02,0.86667,0.16666666666666666,1,0.86832
2001-08-03,0.92222,0.0,0,0.92222
2001-08-04,0.90556,2.6666666666666665,1,0.93965
2001-08-05,1.02778,6.833333333333333,1,1.12117
2001-08-06,0.85,3.6666666666666665,1,0.88945
2001-08-07,0.93333,0.0,0,0.93333
2001-08-08,0.83333,0.0,0,0.83333
2001-08-09,1.17222,9.833333333333334,1,1.32583
2001-08-10,1.03333,17.666666666666668,1,1.7379
2001-08-11,0.86667,5.833333333333333,1,0.93358
2001-08-12,0.88333,6.666666666666667,1,0.96088
2001-08-13,0.91667,2.8333333333333335,1,0.94919
2001-08-14,0.9,2.5,1,0.92674
2001-08-15,0.93889,0.3333333333333333,1,0.94257
2001-08-16,0.92222,0.0,0,0.92222
2001-08-17,0.91111,2.0,1,0.93467
2001-08-18,0.91667,0.8333333333333334,1,0.92781
2001-08-19,0.93333,6.833333333333333,1,1.07041
2001-08-20,0.99444,0.8333333333333334,1,1.00331
2001-08-21,0.89444,0.6666666666666666,1,0.90176
2001-08-22,0.95556,2.0,1,0.97809
2001-08-23,1.08889,1.3333333333333333,1,1.10554
2001-08-24,1.12778,0.0,0,1.12778
2001-08-25,0.9,2.8333333333333335,1,0.94381
2001-08-26,0.81667,2.3333333333333335,1,0.90887
2001-08-27,0.84444,4.0,1,0.8867
2001-08-28,0.9,9.0,1,1.01035
2001-08-29,0.83889,0.6666666666666666,1,0.84538
2001-08-30,0.85556,4.333333333333333,1,0.89991
